+----------------------------------+--------------------------------------------------------------------+---------+----------+----------+--------------------------------------------------------------+------------------------------------------------------------------------------------------------------+
| *** WARNING ***                                                                                                                                                                                                                                                                                             |
| The block and item IDs are dynamic and will be different on each world!                                                                                                                                                                                                                                     |
| DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)                                                                                                                                                                                                   |
| *** ALSO ***                                                                                                                                                                                                                                                                                                |
| The server doesn't have a list of sub block and sub items                                                                                                                                                                                                                                                   |
| (= items with different damage value or blocks with different metadata).                                                                                                                                                                                                                                    |
| That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.                                                                                                                                                                                   |
+----------------------------------+--------------------------------------------------------------------+---------+----------+----------+--------------------------------------------------------------+------------------------------------------------------------------------------------------------------+
| Mod name                         | Registry name                                                      | Item ID | Meta/dmg | Subtypes | Display name                                                 | Ore Dict keys                                                                                        |
+----------------------------------+--------------------------------------------------------------------+---------+----------+----------+--------------------------------------------------------------+------------------------------------------------------------------------------------------------------+
| AEble                            | aeble:air_ring                                                     |    5612 |        0 |    false | Air Ring                                                     |                                                                                                      |
| AEble                            | aeble:bubble_ring                                                  |    5615 |        0 |    false | Bubble Ring                                                  |                                                                                                      |
| AEble                            | aeble:ice_ring                                                     |    5614 |        0 |    false | Ice Ring                                                     |                                                                                                      |
| AEble                            | aeble:luck_belt                                                    |    5608 |        0 |    false | Luck Belt                                                    |                                                                                                      |
| AEble                            | aeble:obsidian_ring                                                |    5610 |        0 |    false | Obsidian Ring                                                |                                                                                                      |
| AEble                            | aeble:regeneration_ring                                            |    5611 |        0 |    false | Regeneration Ring                                            |                                                                                                      |
| AEble                            | aeble:repulsion_belt                                               |    5616 |        0 |    false | Repulsion Belt                                               |                                                                                                      |
| AEble                            | aeble:valkyrie_belt                                                |    5609 |        0 |    false | Valkyrie Belt                                                |                                                                                                      |
| AEble                            | aeble:zanite_ring                                                  |    5613 |        0 |    false | Zanite Ring                                                  |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:blazing_fishing_pole                              |    5601 |        0 |    false | Blazing Fishing Pole                                         |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |        0 |     true | Jellyfish                                                    |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |        1 |     true | Magma Jellyfish                                              |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |        2 |     true | Mud Tuna                                                     |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |        3 |     true | Frost Minnow                                                 |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |        4 |     true | Piranha                                                      |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |        5 |     true | Golden Koi                                                   |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |        6 |     true | Specular Snapper                                             |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |        7 |     true | Cave Trout                                                   |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |        8 |     true | Obsidian Bream                                               |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |        9 |     true | Nether Sturgeon                                              |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       10 |     true | Quartz Chub                                                  |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       11 |     true | Flarefin Koi                                                 |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       12 |     true | Blaze Pike                                                   |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       13 |     true | Ender Shad                                                   |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       14 |     true | Pearl Sardine                                                |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       15 |     true | Chorus Koi                                                   |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       16 |     true | Explosive Crucian                                            |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       17 |     true | Ruffe                                                        |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       18 |     true | Sparkling Eel                                                |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       19 |     true | Angelfish                                                    |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       20 |     true | Angler Fish                                                  |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       21 |     true | Sponge Eater                                                 |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       22 |     true | Snowy Walleye                                                |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       23 |     true | Squid                                                        |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       24 |     true | Withered Crucian                                             |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       25 |     true | Sandy Bass                                                   |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       26 |     true | Mandarinfish                                                 |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       27 |     true | Red Shroomfin                                                |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       28 |     true | Brown Shroomfin                                              |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       29 |     true | Fungi Catfish                                                |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       30 |     true | Swamp Plaice                                                 |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       31 |     true | Crystal Mullet                                               |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       32 |     true | Charged Bullhead                                             |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       33 |     true | Abyssal Lurker                                               |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       34 |     true | Sunfish                                                      |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       35 |     true | Glacier Anchovy                                              |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       36 |     true | Brown Catfish                                                |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       37 |     true | Pike                                                         |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       38 |     true | Magikarp                                                     |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       39 |     true | Green Jellyfish                                              |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       40 |     true | Bonefish                                                     |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       41 |     true | Cursed Koi                                                   |                                                                                                      |
| Advanced Fishing                 | advanced-fishing:fish                                              |    5602 |       42 |     true | Spookyfin                                                    |                                                                                                      |
| Advanced Lifting Methods         | advancedliftingmethods:advanced_blowing_elevator                   |    4115 |        0 |    false | Advanced Blowing Elevator                                    |                                                                                                      |
| Advanced Lifting Methods         | advancedliftingmethods:advanced_ender_elevator                     |    4118 |        0 |    false | Advanced Ender Elevator                                      |                                                                                                      |
| Advanced Lifting Methods         | advancedliftingmethods:advanced_rotor                              |    4098 |        0 |    false | Advanced Rotor                                               |                                                                                                      |
| Advanced Lifting Methods         | advancedliftingmethods:blowing_elevator                            |    4114 |        0 |    false | Blowing Elevator                                             |                                                                                                      |
| Advanced Lifting Methods         | advancedliftingmethods:double_acacia_stairs                        |    4110 |        0 |    false | Double Acacia Wood Stairs                                    |                                                                                                      |
| Advanced Lifting Methods         | advancedliftingmethods:double_birch_stairs                         |    4107 |        0 |    false | Double Birch Wood Stairs                                     |                                                                                                      |
| Advanced Lifting Methods         | advancedliftingmethods:double_brick_stairs                         |    4102 |        0 |    false | Double Brick Stairs                                          |                                                                                                      |
| Advanced Lifting Methods         | advancedliftingmethods:double_cobblestone_stairs                   |    4101 |        0 |    false | Double Cobblestone Stairs                                    |                                                                                                      |
| Advanced Lifting Methods         | advancedliftingmethods:double_dark_oak_stairs                      |    4111 |        0 |    false | Double Dark Oak Wood Stairs                                  |                                                                                                      |
| Advanced Lifting Methods         | advancedliftingmethods:double_jungle_stairs                        |    4108 |        0 |    false | Double Jungle Wood Stairs                                    |                                                                                                      |
| Advanced Lifting Methods         | advancedliftingmethods:double_nether_brick_stairs                  |    4104 |        0 |    false | Double Nether Brick Stairs                                   |                                                                                                      |
| Advanced Lifting Methods         | advancedliftingmethods:double_oak_stairs                           |    4100 |        0 |    false | Double Oak Wood Stairs                                       |                                                                                                      |
| Advanced Lifting Methods         | advancedliftingmethods:double_purpur_stairs                        |    4113 |        0 |    false | Double Purpur Stairs                                         |                                                                                                      |
| Advanced Lifting Methods         | advancedliftingmethods:double_quartz_stairs                        |    4109 |        0 |    false | Double Quartz Stairs                                         |                                                                                                      |
| Advanced Lifting Methods         | advancedliftingmethods:double_red_sandstone_stairs                 |    4112 |        0 |    false | Double Red Sandstone Stairs                                  |                                                                                                      |
| Advanced Lifting Methods         | advancedliftingmethods:double_sandstone_stairs                     |    4105 |        0 |    false | Double Sandstone Stairs                                      |                                                                                                      |
| Advanced Lifting Methods         | advancedliftingmethods:double_spruce_stairs                        |    4106 |        0 |    false | Double Spruce Wood Stairs                                    |                                                                                                      |
| Advanced Lifting Methods         | advancedliftingmethods:double_stone_brick_stairs                   |    4103 |        0 |    false | Double Stone Brick Stairs                                    |                                                                                                      |
| Advanced Lifting Methods         | advancedliftingmethods:ender_elevator                              |    4117 |        0 |    false | Ender Elevator                                               |                                                                                                      |
| Advanced Lifting Methods         | advancedliftingmethods:powered_ladder                              |    4096 |        0 |    false | Powered Ladder                                               |                                                                                                      |
| Advanced Lifting Methods         | advancedliftingmethods:rotor                                       |    4097 |        0 |    false | Rotor                                                        |                                                                                                      |
| Advanced Lifting Methods         | advancedliftingmethods:ultimate_blowing_elevator                   |    4116 |        0 |    false | Ultimate Blowing Elevator                                    |                                                                                                      |
| Advanced Lifting Methods         | advancedliftingmethods:ultimate_ender_elevator                     |    4119 |        0 |    false | Ultimate Ender Elevator                                      |                                                                                                      |
| Advanced Lifting Methods         | advancedliftingmethods:ultimate_rotor                              |    4099 |        0 |    false | Ultimate Rotor                                               |                                                                                                      |
| Adventure Tools                  | adventurepack:escape_rope                                          |    5603 |        0 |    false | Escape Rope                                                  |                                                                                                      |
| Adventure Tools                  | adventurepack:lantern                                              |    5604 |        0 |    false | Ender Lantern                                                |                                                                                                      |
| Adventure Tools                  | adventurepack:light                                                |    5606 |        0 |    false | tile.light.name                                              |                                                                                                      |
| Adventure Tools                  | adventurepack:mining_helmet                                        |    5605 |        0 |    false | Mining Helmet                                                |                                                                                                      |
| Aether Legacy                    | aether_legacy:aechor_petal                                         |   11160 |        0 |    false | Aechor Petal                                                 |                                                                                                      |
| Aether Legacy                    | aether_legacy:aercloud                                             |   11088 |        0 |     true | Cold Aercloud                                                |                                                                                                      |
| Aether Legacy                    | aether_legacy:aercloud                                             |   11088 |        1 |     true | Blue Aercloud                                                |                                                                                                      |
| Aether Legacy                    | aether_legacy:aercloud                                             |   11088 |        2 |     true | Golden Aercloud                                              |                                                                                                      |
| Aether Legacy                    | aether_legacy:aerogel                                              |   11098 |        0 |    false | Aerogel                                                      |                                                                                                      |
| Aether Legacy                    | aether_legacy:aerogel_double_slab                                  |   11146 |        0 |    false | Aerogel Double Slab                                          |                                                                                                      |
| Aether Legacy                    | aether_legacy:aerogel_slab                                         |   11154 |        0 |     true | Aether Slab                                                  |                                                                                                      |
| Aether Legacy                    | aether_legacy:aerogel_stairs                                       |   11138 |        0 |    false | Aerogel Stairs                                               |                                                                                                      |
| Aether Legacy                    | aether_legacy:aerogel_wall                                         |   11130 |        0 |    false | Aerogel Wall                                                 |                                                                                                      |
| Aether Legacy                    | aether_legacy:aether_dirt                                          |   11084 |        0 |    false | Aether Dirt                                                  | dirt                                                                                                 |
| Aether Legacy                    | aether_legacy:aether_grass                                         |   11082 |        0 |    false | Aether Grass                                                 | grass                                                                                                |
| Aether Legacy                    | aether_legacy:aether_leaves                                        |   11094 |        0 |     true | Skyroot Leaves                                               | treeLeaves                                                                                           |
| Aether Legacy                    | aether_legacy:aether_leaves                                        |   11094 |        1 |     true | Golden Oak Leaves                                            | treeLeaves                                                                                           |
| Aether Legacy                    | aether_legacy:aether_lever                                         |   11279 |        0 |    false | Holystone Lever                                              |                                                                                                      |
| Aether Legacy                    | aether_legacy:aether_log                                           |   11095 |        0 |     true | Skyroot Log                                                  | logWood                                                                                              |
| Aether Legacy                    | aether_legacy:aether_log                                           |   11095 |        1 |     true | Golden Oak Log                                               | logWood                                                                                              |
| Aether Legacy                    | aether_legacy:aether_portal                                        |   11109 |        0 |    false | Aether Portal                                                |                                                                                                      |
| Aether Legacy                    | aether_legacy:aether_tune                                          |   11265 |        0 |    false | Aether Tune                                                  | record                                                                                               |
| Aether Legacy                    | aether_legacy:aetherion_chest                                      |   11274 |        0 |    false | Aetherion Chest                                              | chest,chestAetherion                                                                                 |
| Aether Legacy                    | aether_legacy:aetherium_core                                       |   11295 |        0 |    false | Aetherium Core                                               |                                                                                                      |
| Aether Legacy                    | aether_legacy:agility_cape                                         |   11254 |        0 |    false | Agility Cape                                                 |                                                                                                      |
| Aether Legacy                    | aether_legacy:ambrosium_block                                      |   11278 |        0 |    false | Block of Ambrosium                                           |                                                                                                      |
| Aether Legacy                    | aether_legacy:ambrosium_ore                                        |   11091 |        0 |    false | Ambrosium Ore                                                | oreAmbrosium                                                                                         |
| Aether Legacy                    | aether_legacy:ambrosium_shard                                      |   11158 |        0 |    false | Ambrosium Shard                                              | gemAmbrosium                                                                                         |
| Aether Legacy                    | aether_legacy:ambrosium_torch                                      |   11110 |        0 |    false | Ambrosium Torch                                              | torch                                                                                                |
| Aether Legacy                    | aether_legacy:angelic_double_slab                                  |   11141 |        0 |    false | Angelic Double Slab                                          |                                                                                                      |
| Aether Legacy                    | aether_legacy:angelic_slab                                         |   11149 |        0 |     true | Aether Slab                                                  | stoneSlab                                                                                            |
| Aether Legacy                    | aether_legacy:angelic_stairs                                       |   11132 |        0 |    false | Angelic Stairs                                               |                                                                                                      |
| Aether Legacy                    | aether_legacy:angelic_wall                                         |   11125 |        0 |    false | Angelic Wall                                                 |                                                                                                      |
| Aether Legacy                    | aether_legacy:ascending_dawn                                       |   11266 |        0 |    false | Ascending Dawn                                               | record                                                                                               |
| Aether Legacy                    | aether_legacy:berry_bush                                           |   11101 |        0 |    false | Berry Bush                                                   |                                                                                                      |
| Aether Legacy                    | aether_legacy:berry_bush_stem                                      |   11102 |        0 |    false | Berry Bush Stem                                              |                                                                                                      |
| Aether Legacy                    | aether_legacy:blue_berry                                           |   11201 |        0 |    false | Blue Berry                                                   | cropBlueberry                                                                                        |
| Aether Legacy                    | aether_legacy:blue_cape                                            |   11249 |        0 |    false | Blue Cape                                                    |                                                                                                      |
| Aether Legacy                    | aether_legacy:burnt_cockatrice                                     |   11292 |        0 |    false | Burnt Kelenk Meat                                            |                                                                                                      |
| Aether Legacy                    | aether_legacy:candy_cane                                           |   11206 |        0 |    false | Candy Cane                                                   |                                                                                                      |
