+----------------------------------+--------------------------------------------------------------------+---------+----------+---------+-----------+------------------------------------------------------+--------+-------------------------------------------------------------------------+
*** WARNING ***
The block and item IDs are dynamic and will be different on each world!
DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)
*** ALSO ***
The server doesn't have a list of sub block and sub items
(= items with different damage value or blocks with different metadata).
That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.
NOTE: The metadata value displayed is from the ItemStacks from getSubBlocks(), it's NOT necessarily the metadata value in world!!
NOTE: For blocks, Subtypes = true is only based on the number of returned ItemStacks from getSubBlocks() being > 1
NOTE: For blocks, Subtypes = ? means that Item.getItemFromBlock(block) returned null or the command was run on the server side
The Exists column indicates whether the block currently exists in the game,
or is just a placeholder dummy air block for a remove block read from the block ID map in the level.dat file
+----------------------------------+--------------------------------------------------------------------+---------+----------+---------+-----------+------------------------------------------------------+--------+-------------------------------------------------------------------------+
| Mod name                         | Registry name                                                      | BlockID | Subtypes | Item ID | Item meta | Display name                                         | Exists | Ore Dict keys                                                           |
+----------------------------------+--------------------------------------------------------------------+---------+----------+---------+-----------+------------------------------------------------------+--------+-------------------------------------------------------------------------+
| Advanced Lifting Methods         | advancedliftingmethods:advanced_blowing_elevator                   |     287 |    false |    4115 |         0 | Advanced Blowing Elevator                            | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:advanced_ender_elevator                     |     290 |    false |    4118 |         0 | Advanced Ender Elevator                              | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:blowing_elevator                            |     286 |    false |    4114 |         0 | Blowing Elevator                                     | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:double_acacia_stairs                        |     274 |    false |    4110 |         0 | Double Acacia Wood Stairs                            | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:double_acacia_stairs_top                    |     275 |    false |         |           | tile.double_acacia_stairs_top.name                   | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:double_birch_stairs                         |     268 |    false |    4107 |         0 | Double Birch Wood Stairs                             | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:double_birch_stairs_top                     |     269 |    false |         |           | tile.double_birch_stairs_top.name                    | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:double_brick_stairs                         |     258 |    false |    4102 |         0 | Double Brick Stairs                                  | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:double_brick_stairs_top                     |     259 |    false |         |           | tile.double_brick_stairs_top.name                    | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:double_cobblestone_stairs                   |     256 |    false |    4101 |         0 | Double Cobblestone Stairs                            | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:double_cobblestone_stairs_top               |     257 |    false |         |           | tile.double_cobblestone_stairs_top.name              | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:double_dark_oak_stairs                      |     276 |    false |    4111 |         0 | Double Dark Oak Wood Stairs                          | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:double_dark_oak_stairs_top                  |     277 |    false |         |           | tile.double_dark_oak_stairs_top.name                 | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:double_jungle_stairs                        |     270 |    false |    4108 |         0 | Double Jungle Wood Stairs                            | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:double_jungle_stairs_top                    |     271 |    false |         |           | tile.double_jungle_stairs_top.name                   | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:double_nether_brick_stairs                  |     262 |    false |    4104 |         0 | Double Nether Brick Stairs                           | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:double_nether_brick_stairs_top              |     263 |    false |         |           | tile.double_nether_brick_stairs_top.name             | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:double_oak_stairs                           |     253 |    false |    4100 |         0 | Double Oak Wood Stairs                               | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:double_oak_stairs_top                       |     254 |    false |         |           | tile.double_oak_stairs_top.name                      | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:double_purpur_stairs                        |     280 |    false |    4113 |         0 | Double Purpur Stairs                                 | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:double_purpur_stairs_top                    |     281 |    false |         |           | tile.double_purpur_stairs_top.name                   | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:double_quartz_stairs                        |     272 |    false |    4109 |         0 | Double Quartz Stairs                                 | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:double_quartz_stairs_top                    |     273 |    false |         |           | tile.double_quartz_stairs_top.name                   | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:double_red_sandstone_stairs                 |     278 |    false |    4112 |         0 | Double Red Sandstone Stairs                          | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:double_red_sandstone_stairs_top             |     279 |    false |         |           | tile.double_red_sandstone_stairs_top.name            | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:double_sandstone_stairs                     |     264 |    false |    4105 |         0 | Double Sandstone Stairs                              | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:double_sandstone_stairs_top                 |     265 |    false |         |           | tile.double_sandstone_stairs_top.name                | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:double_spruce_stairs                        |     266 |    false |    4106 |         0 | Double Spruce Wood Stairs                            | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:double_spruce_stairs_top                    |     267 |    false |         |           | tile.double_spruce_stairs_top.name                   | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:double_stone_brick_stairs                   |     260 |    false |    4103 |         0 | Double Stone Brick Stairs                            | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:double_stone_brick_stairs_top               |     261 |    false |         |           | tile.double_stone_brick_stairs_top.name              | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:ender_elevator                              |     289 |    false |    4117 |         0 | Ender Elevator                                       | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:powered_ladder_east                         |     284 |    false |         |           | tile.powered_ladder_east.name                        | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:powered_ladder_north                        |     282 |    false |         |           | tile.powered_ladder_north.name                       | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:powered_ladder_south                        |     283 |    false |         |           | tile.powered_ladder_south.name                       | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:powered_ladder_west                         |     285 |    false |         |           | tile.powered_ladder_west.name                        | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:ultimate_blowing_elevator                   |     288 |    false |    4116 |         0 | Ultimate Blowing Elevator                            | true   |                                                                         |
| Advanced Lifting Methods         | advancedliftingmethods:ultimate_ender_elevator                     |     291 |    false |    4119 |         0 | Ultimate Ender Elevator                              | true   |                                                                         |
| Adventure Tools                  | adventurepack:light                                                |     949 |    false |    5606 |         0 | tile.light.name                                      | true   |                                                                         |
| Aether Legacy                    | aether_legacy:aercloud                                             |    3172 |     true |   11088 |         0 | Cold Aercloud                                        | true   |                                                                         |
| Aether Legacy                    | aether_legacy:aercloud                                             |    3172 |     true |   11088 |         1 | Blue Aercloud                                        | true   |                                                                         |
| Aether Legacy                    | aether_legacy:aercloud                                             |    3172 |     true |   11088 |         2 | Golden Aercloud                                      | true   |                                                                         |
| Aether Legacy                    | aether_legacy:aerogel                                              |    3182 |    false |   11098 |         0 | Aerogel                                              | true   |                                                                         |
| Aether Legacy                    | aether_legacy:aerogel_double_slab                                  |    3230 |    false |   11146 |         0 | Aerogel Double Slab                                  | true   |                                                                         |
| Aether Legacy                    | aether_legacy:aerogel_slab                                         |    3238 |    false |   11154 |         0 | Aether Slab                                          | true   |                                                                         |
| Aether Legacy                    | aether_legacy:aerogel_stairs                                       |    3222 |    false |   11138 |         0 | Aerogel Stairs                                       | true   |                                                                         |
| Aether Legacy                    | aether_legacy:aerogel_wall                                         |    3214 |    false |   11130 |         0 | Aerogel Wall                                         | true   |                                                                         |
| Aether Legacy                    | aether_legacy:aether_dirt                                          |    3168 |    false |   11084 |         0 | Aether Dirt                                          | true   | dirt                                                                    |
| Aether Legacy                    | aether_legacy:aether_grass                                         |    3166 |    false |   11082 |         0 | Aether Grass                                         | true   | grass                                                                   |
| Aether Legacy                    | aether_legacy:aether_leaves                                        |    3178 |     true |   11094 |         0 | Skyroot Leaves                                       | true   | treeLeaves                                                              |
| Aether Legacy                    | aether_legacy:aether_leaves                                        |    3178 |     true |   11094 |         1 | Golden Oak Leaves                                    | true   | treeLeaves                                                              |
| Aether Legacy                    | aether_legacy:aether_lever                                         |    3250 |    false |   11279 |         0 | Holystone Lever                                      | true   |                                                                         |
| Aether Legacy                    | aether_legacy:aether_log                                           |    3179 |     true |   11095 |         0 | Skyroot Log                                          | true   | logWood                                                                 |
